District,Grade,Year,Demographic Category,Demographic Variable,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 20+ Total Days,# Chronically Absent,% Chronically Absent
4,10,2016-17,All Students,All Students,150723,11234,139489,92.5,970,218,22.5
4,10,2017-18,All Students,All Students,160361,13307,147054,91.7,1019,231,22.7
4,10,2018-19,All Students,All Students,158188,11332,146856,92.8,986,191,19.4
4,11,2013-14,All Students,All Students,121987,10045,111942,91.8,758,195,25.7
4,11,2014-15,All Students,All Students,140503,12230,128273,91.3,854,241,28.2
4,11,2015-16,All Students,All Students,145791,10605,135186,92.7,904,190,21.0
4,11,2016-17,All Students,All Students,143092,10740,132352,92.5,895,192,21.5
4,11,2017-18,All Students,All Students,141133,10380,130753,92.6,886,190,21.4
4,11,2018-19,All Students,All Students,146013,10145,135868,93.1,899,182,20.2
4,12,2013-14,All Students,All Students,133502,16282,117220,87.8,832,335,40.3
4,12,2014-15,All Students,All Students,127837,14106,113731,89.0,776,268,34.5
4,12,2015-16,All Students,All Students,137318,16329,120989,88.1,852,322,37.8
4,12,2016-17,All Students,All Students,145045,15896,129149,89.0,900,295,32.8
4,12,2017-18,All Students,All Students,143330,16050,127280,88.8,894,340,38.0
4,12,2018-19,All Students,All Students,142104,13595,128509,90.4,866,257,29.7
5,All Grades,2013-14,All Students,All Students,2166425,249874,1916551,88.5,13343,5349,40.1
5,All Grades,2014-15,All Students,All Students,2132654,229253,1903401,89.3,12923,4808,37.2
5,All Grades,2015-16,All Students,All Students,2004759,210910,1793849,89.5,12394,4505,36.3
5,All Grades,2016-17,All Students,All Students,1925418,212565,1712853,89.0,12014,4558,37.9
5,All Grades,2017-18,All Students,All Students,1889314,202903,1686411,89.3,11745,4441,37.8
5,All Grades,2018-19,All Students,All Students,1824449,200923,1623526,89.0,11325,4476,39.5
5,PK in K-12 Schools,2013-14,All Students,All Students,79818,12318,67500,84.6,503,334,66.4
5,PK in K-12 Schools,2014-15,All Students,All Students,90574,13037,77537,85.6,576,339,58.9
5,PK in K-12 Schools,2015-16,All Students,All Students,78428,11377,67051,85.5,499,278,55.7
5,PK in K-12 Schools,2016-17,All Students,All Students,75805,10866,64939,85.7,494,287,58.1
5,PK in K-12 Schools,2017-18,All Students,All Students,70185,9927,60258,85.9,447,263,58.8
5,PK in K-12 Schools,2018-19,All Students,All Students,102086,14568,87518,85.7,654,404,61.8
5,0K,2013-14,All Students,All Students,151208,19358,131850,87.2,953,528,55.4
5,0K,2014-15,All Students,All Students,149124,18855,130269,87.4,918,474,51.6
5,0K,2015-16,All Students,All Students,140888,16509,124379,88.3,891,438,49.2
5,0K,2016-17,All Students,All Students,128620,15437,113183,88.0,827,396,47.9
5,0K,2017-18,All Students,All Students,120271,14298,105973,88.1,762,369,48.4
5,0K,2018-19,All Students,All Students,108659,14194,94465,86.9,690,371,53.8
5,1,2013-14,All Students,All Students,155473,17158,138315,89.0,973,424,43.6
5,1,2014-15,All Students,All Students,160624,17456,143168,89.1,983,443,45.1
5,1,2015-16,All Students,All Students,150554,15945,134609,89.4,947,418,44.1
5,1,2016-17,All Students,All Students,139780,14651,125129,89.5,886,378,42.7
5,1,2017-18,All Students,All Students,130074,14111,115963,89.2,804,363,45.1
5,1,2018-19,All Students,All Students,111516,11704,99812,89.5,693,297,42.9
5,2,2013-14,All Students,All Students,158654,16651,142003,89.5,974,408,41.9
5,2,2014-15,All Students,All Students,157028,14703,142325,90.6,934,337,36.1
5,2,2015-16,All Students,All Students,152943,14772,138171,90.3,926,367,39.6
5,2,2016-17,All Students,All Students,145138,14534,130604,90.0,902,351,38.9
5,2,2017-18,All Students,All Students,134407,12590,121817,90.6,835,318,38.1
5,2,2018-19,All Students,All Students,119548,11419,108129,90.4,730,274,37.5
5,3,2013-14,All Students,All Students,164950,15090,149860,90.9,997,371,37.2
5,3,2014-15,All Students,All Students,158376,14740,143636,90.7,945,349,36.9
5,3,2015-16,All Students,All Students,143746,11149,132597,92.2,866,258,29.8
5,3,2016-17,All Students,All Students,149403,14146,135257,90.5,918,318,34.6
5,3,2017-18,All Students,All Students,144910,13080,131830,91.0,869,320,36.8
5,3,2018-19,All Students,All Students,132520,12097,120423,90.9,814,301,37.0
5,4,2013-14,All Students,All Students,156751,13805,142946,91.2,930,295,31.7
5,4,2014-15,All Students,All Students,158575,13354,145221,91.6,920,296,32.2
5,4,2015-16,All Students,All Students,153955,12991,140964,91.6,924,312,33.8
5,4,2016-17,All Students,All Students,141677,11079,130598,92.2,850,240,28.2
5,4,2017-18,All Students,All Students,147288,13451,133837,90.9,886,317,35.8
5,4,2018-19,All Students,All Students,141145,12788,128357,90.9,841,303,36.0
5,5,2013-14,All Students,All Students,138022,11684,126338,91.5,821,260,31.7
5,5,2014-15,All Students,All Students,146085,12704,133381,91.3,854,272,31.9
5,5,2015-16,All Students,All Students,143464,11352,132112,92.1,851,263,30.9
5,5,2016-17,All Students,All Students,133779,11523,122256,91.4,797,263,33.0
5,5,2017-18,All Students,All Students,138713,10939,127774,92.1,824,247,30.0
5,5,2018-19,All Students,All Students,137157,11491,125666,91.6,813,271,33.3
5,6,2013-14,All Students,All Students,154505,13077,141428,91.5,919,278,30.3
5,6,2014-15,All Students,All Students,145109,11490,133619,92.1,840,235,28.0
5,6,2015-16,All Students,All Students,138390,11030,127360,92.0,818,238,29.1
5,6,2016-17,All Students,All Students,136904,12076,124828,91.2,825,273,33.1
5,6,2017-18,All Students,All Students,130636,11019,119617,91.6,783,243,31.0
5,6,2018-19,All Students,All Students,125930,10458,115472,91.7,749,228,30.4
5,7,2013-14,All Students,All Students,165226,14348,150878,91.3,979,308,31.5
5,7,2014-15,All Students,All Students,158975,13013,145962,91.8,925,250,27.0
5,7,2015-16,All Students,All Students,136056,11169,124887,91.8,810,236,29.1
5,7,2016-17,All Students,All Students,136083,11616,124467,91.5,805,248,30.8
5,7,2017-18,All Students,All Students,140817,12809,128008,90.9,835,275,32.9
5,7,2018-19,All Students,All Students,126783,11295,115488,91.1,755,236,31.3
5,8,2013-14,All Students,All Students,174052,19738,154314,88.7,1011,386,38.2
5,8,2014-15,All Students,All Students,168566,16275,152291,90.3,981,313,31.9
5,8,2015-16,All Students,All Students,158053,14129,143924,91.1,927,290,31.3
5,8,2016-17,All Students,All Students,137179,14096,123083,89.7,824,297,36.0
5,8,2017-18,All Students,All Students,139415,13835,125580,90.1,830,294,35.4
5,8,2018-19,All Students,All Students,134297,13883,120414,89.7,804,317,39.4
5,9,2013-14,All Students,All Students,195432,27692,167740,85.8,1245,458,36.8
5,9,2014-15,All Students,All Students,179149,23090,156059,87.1,1133,397,35.0
5,9,2015-16,All Students,All Students,158545,18730,139815,88.2,1029,305,29.6
5,9,2016-17,All Students,All Students,175275,22592,152683,87.1,1127,391,34.7
5,9,2017-18,All Students,All Students,168228,21152,147076,87.4,1095,361,33.0
5,9,2018-19,All Students,All Students,162421,22651,139770,86.1,1044,418,40.0
5,10,2013-14,All Students,All Students,172292,24580,147712,85.7,1114,447,40.1
5,10,2014-15,All Students,All Students,175535,21128,154407,88.0,1113,377,33.9
5,10,2015-16,All Students,All Students,158378,19684,138694,87.6,1036,359,34.7
5,10,2016-17,All Students,All Students,150979,21836,129143,85.5,995,390,39.2
5,10,2017-18,All Students,All Students,161359,22196,139163,86.2,1072,417,38.9
5,10,2018-19,All Students,All Students,157322,20559,136763,86.9,1034,397,38.4
5,11,2013-14,All Students,All Students,150315,19699,130616,86.9,956,381,39.9
5,11,2014-15,All Students,All Students,141946,16002,125944,88.7,895,294,32.8
5,11,2015-16,All Students,All Students,146118,16605,129513,88.6,935,310,33.2
5,11,2016-17,All Students,All Students,136964,15732,121232,88.5,881,288,32.7
5,11,2017-18,All Students,All Students,129396,13569,115827,89.5,832,258,31.0
5,11,2018-19,All Students,All Students,139023,14945,124078,89.2,884,286,32.4
5,12,2013-14,All Students,All Students,149727,24676,125051,83.5,968,471,48.7
5,12,2014-15,All Students,All Students,142988,23406,119582,83.6,906,432,47.7
5,12,2015-16,All Students,All Students,145241,25468,119773,82.5,935,433,46.3
5,12,2016-17,All Students,All Students,137832,22381,115451,83.8,883,438,49.6
5,12,2017-18,All Students,All Students,133615,19927,113688,85.1,871,396,45.5
5,12,2018-19,All Students,All Students,126042,18871,107171,85.0,820,373,45.5
6,All Grades,2013-14,All Students,All Students,4228100,362973,3865127,91.4,25123,6668,26.5
6,All Grades,2014-15,All Students,All Students,4191003,350612,3840391,91.6,24624,6425,26.1
6,All Grades,2015-16,All Students,All Students,4005624,322202,3683422,92.0,23964,6046,25.2
6,All Grades,2016-17,All Students,All Students,3838770,314939,3523831,91.8,23242,5844,25.1
6,All Grades,2017-18,All Students,All Students,3735832,313037,3422795,91.6,22469,5954,26.5
6,All Grades,2018-19,All Students,All Students,3626365,311711,3314654,91.4,21724,5913,27.2
6,PK in K-12 Schools,2013-14,All Students,All Students,106414,12149,94265,88.6,649,313,48.2
6,PK in K-12 Schools,2014-15,All Students,All Students,143610,16587,127023,88.4,859,426,49.6
6,PK in K-12 Schools,2015-16,All Students,All Students,145100,15000,130100,89.7,873,352,40.3
6,PK in K-12 Schools,2016-17,All Students,All Students,133412,13725,119687,89.7,811,331,40.8
6,PK in K-12 Schools,2017-18,All Students,All Students,138190,14501,123689,89.5,838,376,44.9
6,PK in K-12 Schools,2018-19,All Students,All Students,139700,16373,123327,88.3,842,402,47.7
6,0K,2013-14,All Students,All Students,360159,32234,327925,91.1,2126,674,31.7
6,0K,2014-15,All Students,All Students,357788,30689,327099,91.4,2087,654,31.3
6,0K,2015-16,All Students,All Students,339685,28538,311147,91.6,2015,640,31.8
6,0K,2016-17,All Students,All Students,305722,25748,279974,91.6,1839,558,30.3
6,0K,2017-18,All Students,All Students,276714,23048,253666,91.7,1659,513,30.9
6,0K,2018-19,All Students,All Students,265835,23634,242201,91.1,1573,526,33.4
6,1,2013-14,All Students,All Students,394877,29934,364943,92.4,2302,552,24.0
6,1,2014-15,All Students,All Students,365202,26223,338979,92.8,2106,480,22.8
6,1,2015-16,All Students,All Students,353994,24305,329689,93.1,2078,469,22.6
6,1,2016-17,All Students,All Students,330397,24156,306241,92.7,1966,492,25.0
6,1,2017-18,All Students,All Students,306570,22862,283708,92.5,1823,485,26.6
6,1,2018-19,All Students,All Students,276055,19798,256257,92.8,1633,391,23.9
6,2,2013-14,All Students,All Students,376362,26161,350201,93.0,2200,485,22.0
6,2,2014-15,All Students,All Students,379009,25224,353785,93.3,2180,465,21.3
6,2,2015-16,All Students,All Students,344236,22120,322116,93.6,2022,430,21.3
6,2,2016-17,All Students,All Students,337447,21895,315552,93.5,1999,407,20.4
6,2,2017-18,All Students,All Students,313956,20942,293014,93.3,1849,424,22.9
6,2,2018-19,All Students,All Students,291730,19819,271911,93.2,1702,366,21.5
6,3,2013-14,All Students,All Students,377927,23619,354308,93.8,2196,413,18.8
6,3,2014-15,All Students,All Students,366306,21702,344604,94.1,2098,370,17.6
6,3,2015-16,All Students,All Students,356093,19846,336247,94.4,2070,328,15.8
6,3,2016-17,All Students,All Students,325355,20123,305232,93.8,1927,374,19.4
6,3,2017-18,All Students,All Students,332587,20697,311890,93.8,1940,380,19.6
6,3,2018-19,All Students,All Students,305341,19138,286203,93.7,1775,348,19.6
6,4,2013-14,All Students,All Students,382348,22584,359764,94.1,2197,355,16.2
6,4,2014-15,All Students,All Students,376020,20753,355267,94.5,2145,343,16.0
6,4,2015-16,All Students,All Students,352694,19182,333512,94.6,2057,338,16.4
6,4,2016-17,All Students,All Students,341246,19125,322121,94.4,2004,328,16.4
6,4,2017-18,All Students,All Students,318818,18862,299956,94.1,1853,349,18.8
6,4,2018-19,All Students,All Students,329081,19986,309095,93.9,1920,353,18.4
6,5,2013-14,All Students,All Students,320230,19235,300995,94.0,1858,323,17.4
6,5,2014-15,All Students,All Students,314088,17051,297037,94.6,1798,282,15.7
6,5,2015-16,All Students,All Students,298806,15259,283547,94.9,1732,254,14.7
6,5,2016-17,All Students,All Students,304221,17441,286780,94.3,1790,301,16.8
6,5,2017-18,All Students,All Students,303032,17382,285650,94.3,1766,285,16.1
6,5,2018-19,All Students,All Students,284246,17309,266937,93.9,1651,321,19.4
6,6,2013-14,All Students,All Students,304805,18525,286280,93.9,1759,286,16.3
6,6,2014-15,All Students,All Students,315820,17003,298817,94.6,1804,269,14.9
6,6,2015-16,All Students,All Students,298084,15817,282267,94.7,1751,253,14.4
6,6,2016-17,All Students,All Students,274958,15366,259592,94.4,1621,272,16.8
6,6,2017-18,All Students,All Students,275448,15579,259869,94.3,1615,295,18.3
6,6,2018-19,All Students,All Students,270712,14994,255718,94.5,1590,259,16.3
6,7,2013-14,All Students,All Students,342415,22033,320382,93.6,1964,368,18.7
6,7,2014-15,All Students,All Students,321350,21363,299987,93.4,1840,358,19.5
6,7,2015-16,All Students,All Students,313831,17532,296299,94.4,1828,308,16.8
6,7,2016-17,All Students,All Students,300007,17507,282500,94.2,1772,304,17.2
6,7,2017-18,All Students,All Students,281947,17302,264645,93.9,1644,314,19.1
6,7,2018-19,All Students,All Students,283128,16039,267089,94.3,1644,280,17.0
6,8,2013-14,All Students,All Students,367833,30451,337382,91.7,2111,525,24.9
6,8,2014-15,All Students,All Students,347716,26184,321532,92.5,1974,440,22.3
6,8,2015-16,All Students,All Students,322551,21745,300806,93.3,1876,390,20.8
6,8,2016-17,All Students,All Students,320397,19745,300652,93.8,1873,345,18.4
6,8,2017-18,All Students,All Students,311196,20665,290531,93.4,1801,384,21.3
6,8,2018-19,All Students,All Students,288741,20081,268660,93.0,1678,373,22.2
6,9,2013-14,All Students,All Students,270280,41508,228772,84.6,1762,749,42.5
6,9,2014-15,All Students,All Students,264117,43463,220654,83.5,1681,713,42.4
6,9,2015-16,All Students,All Students,275006,40409,234597,85.3,1761,691,39.2
6,9,2016-17,All Students,All Students,251134,36540,214594,85.4,1641,578,35.2
6,9,2017-18,All Students,All Students,259513,35821,223692,86.2,1686,584,34.6
6,9,2018-19,All Students,All Students,209658,35499,174159,83.1,1405,577,41.1
6,10,2013-14,All Students,All Students,247242,32903,214339,86.7,1594,631,39.6
6,10,2014-15,All Students,All Students,251219,35245,215974,86.0,1615,657,40.7
6,10,2015-16,All Students,All Students,249332,35923,213409,85.6,1609,646,40.1
6,10,2016-17,All Students,All Students,241199,31766,209433,86.8,1598,587,36.7
6,10,2017-18,All Students,All Students,225640,29227,196413,87.0,1492,549,36.8
6,10,2018-19,All Students,All Students,250664,32339,218325,87.1,1607,606,37.7
6,11,2013-14,All Students,All Students,185640,21774,163866,88.3,1168,401,34.3
6,11,2014-15,All Students,All Students,190268,19690,170578,89.7,1183,389,32.9
6,11,2015-16,All Students,All Students,175409,19709,155700,88.8,1116,403,36.1
6,11,2016-17,All Students,All Students,194446,22051,172395,88.7,1248,423,33.9
6,11,2017-18,All Students,All Students,195904,23571,172333,88.0,1247,438,35.1
6,11,2018-19,All Students,All Students,221579,23489,198090,89.4,1379,453,32.8
6,12,2013-14,All Students,All Students,191568,29863,161705,84.4,1237,593,47.9
6,12,2014-15,All Students,All Students,198490,29435,169055,85.2,1254,579,46.2
6,12,2015-16,All Students,All Students,180803,26817,153986,85.2,1176,544,46.3
6,12,2016-17,All Students,All Students,178829,29751,149078,83.4,1153,544,47.2
6,12,2017-18,All Students,All Students,196317,32578,163739,83.4,1256,578,46.0
6,12,2018-19,All Students,All Students,209895,33213,176682,84.2,1325,658,49.7
7,All Grades,2013-14,All Students,All Students,3373631,428761,2944870,87.3,20512,8749,42.7
7,All Grades,2014-15,All Students,All Students,3453450,420460,3032990,87.8,20866,8412,40.3
7,All Grades,2015-16,All Students,All Students,3348222,402134,2946088,88.0,20675,8240,39.9
7,All Grades,2016-17,All Students,All Students,3212735,395845,2816890,87.7,19944,8311,41.7
7,All Grades,2017-18,All Students,All Students,3211402,401146,2810256,87.5,19836,8560,43.2
7,All Grades,2018-19,All Students,All Students,3121881,376163,2745718,88.0,19212,7997,41.6
7,PK in K-12 Schools,2013-14,All Students,All Students,112123,13954,98169,87.6,673,342,50.8
7,PK in K-12 Schools,2014-15,All Students,All Students,130008,14881,115127,88.6,796,387,48.6
7,PK in K-12 Schools,2015-16,All Students,All Students,118708,14750,103958,87.6,741,399,53.8
7,PK in K-12 Schools,2016-17,All Students,All Students,118888,14327,104561,87.9,746,369,49.5
7,PK in K-12 Schools,2017-18,All Students,All Students,151884,20026,131858,86.8,941,515,54.7
7,PK in K-12 Schools,2018-19,All Students,All Students,178190,23909,154281,86.6,1109,598,53.9
7,0K,2013-14,All Students,All Students,229407,26055,203352,88.6,1390,655,47.1
7,0K,2014-15,All Students,All Students,242648,27594,215054,88.6,1456,656,45.1
7,0K,2015-16,All Students,All Students,236314,25596,210718,89.2,1448,647,44.7
7,0K,2016-17,All Students,All Students,211018,23905,187113,88.7,1304,615,47.2
7,0K,2017-18,All Students,All Students,210033,23985,186048,88.6,1288,608,47.2
7,0K,2018-19,All Students,All Students,184380,22094,162286,88.0,1130,553,48.9
7,1,2013-14,All Students,All Students,245162,25674,219488,89.5,1481,624,42.1
7,1,2014-15,All Students,All Students,246736,23844,222892,90.3,1470,555,37.8
7,1,2015-16,All Students,All Students,247890,23111,224779,90.7,1509,555,36.8
7,1,2016-17,All Students,All Students,233171,21855,211316,90.6,1417,548,38.7
7,1,2017-18,All Students,All Students,215052,21198,193854,90.1,1284,514,40.0
7,1,2018-19,All Students,All Students,200784,19104,181680,90.5,1216,479,39.4
7,2,2013-14,All Students,All Students,243565,22302,221263,90.8,1447,516,35.7
7,2,2014-15,All Students,All Students,242616,21238,221378,91.2,1424,477,33.5
7,2,2015-16,All Students,All Students,231817,18775,213042,91.9,1388,416,30.0
